"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Latvia","Male","39.7 [34.3-45.5]","39.68180","34.34880","45.50950","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Latvia","Both sexes","24.5 [21.0-28.3]","24.45780","20.96470","28.28500","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Latvia","Male","54.3 [47.2-90.3]","54.31570","47.15260","90.30520","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Latvia","Female","5.2 [4.0-6.7]","5.22000","4.03000","6.65000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Latvia","Male","33.9 [29.2-39.2]","33.90980","29.16240","39.19350","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Latvia","Male","40.4 [34.9-78.7]","40.40820","34.87050","78.73790","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Latvia","Female","9.4 [7.7-11.3]","9.38000","7.65000","11.30200","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Latvia","Female","8.4 [6.9-10.1]","8.40000","6.86000","10.10610","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Latvia","Female","5.5 [4.2-7.0]","5.47000","4.19000","7.02000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Latvia","Both sexes","17.1 [14.1-20.6]","17.13910","14.06750","20.59820","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Latvia","Female","6.7 [5.5-8.2]","6.73000","5.45000","8.18000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Latvia","Both sexes","14.3 [10.4-19.2]","14.29480","10.36810","19.16800","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Latvia","Female","5.5 [3.8-7.7]","5.51000","3.76000","7.71000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Latvia","Male","44.2 [38.3-50.6]","44.20490","38.31690","50.57560","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Latvia","Both sexes","21.7 [18.5-25.2]","21.67120","18.54910","25.17040","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Latvia","Both sexes","22.1 [18.9-25.6]","22.06670","18.88260","25.57700","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Latvia","Female","4.9 [3.9-6.1]","4.89000","3.85000","6.13000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Eastern Mediterranean","Morocco","Male","10.4 [4.8-18.4]","10.43950","4.83000","18.40630","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Eastern Mediterranean","Morocco","Both sexes","9.8 [4.4-17.9]","9.76000","4.36000","17.91740","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Eastern Mediterranean","Morocco","Both sexes","9.7 [4.3-17.8]","9.66000","4.33000","17.76780","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Eastern Mediterranean","Morocco","Male","10.1 [4.7-17.9]","10.10070","4.67000","17.91030","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Eastern Mediterranean","Morocco","Male","13.0 [5.6-23.2]","12.97540","5.55000","23.19360","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Eastern Mediterranean","Morocco","Both sexes","9.5 [4.3-17.6]","9.53000","4.28000","17.59170","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Eastern Mediterranean","Morocco","Female","6.7 [3.2-12.9]","6.65000","3.24000","12.88120","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Eastern Mediterranean","Morocco","Female","4.7 [2.4-9.2]","4.70000","2.35000","9.15000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Eastern Mediterranean","Morocco","Female","5.3 [2.7-10.1]","5.34000","2.68000","10.09010","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Eastern Mediterranean","Morocco","Female","6.8 [3.3-13.2]","6.82000","3.31000","13.18280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Eastern Mediterranean","Morocco","Both sexes","9.2 [4.2-16.7]","9.15000","4.21000","16.73170","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Eastern Mediterranean","Morocco","Male","13.0 [5.5-23.1]","12.97160","5.49000","23.07530","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Eastern Mediterranean","Morocco","Male","10.9 [4.9-19.3]","10.88390","4.91000","19.30530","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Eastern Mediterranean","Morocco","Male","13.1 [5.6-23.5]","13.09800","5.61000","23.46280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Eastern Mediterranean","Morocco","Female","8.0 [4.0-15.5]","8.02000","3.98000","15.51150","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Eastern Mediterranean","Morocco","Male","13.4 [5.8-24.0]","13.41000","5.77000","23.96370","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Eastern Mediterranean","Morocco","Both sexes","7.3 [3.4-13.3]","7.27000","3.43000","13.32540","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Eastern Mediterranean","Morocco","Female","5.1 [2.6-9.7]","5.14000","2.59000","9.70000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Eastern Mediterranean","Morocco","Female","5.6 [2.8-10.5]","5.56000","2.79000","10.51800","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Eastern Mediterranean","Morocco","Male","13.9 [6.0-25.1]","13.92400","6.00000","25.14520","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Eastern Mediterranean","Morocco","Both sexes","10.8 [4.9-20.0]","10.75120","4.90000","19.99470","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Eastern Mediterranean","Morocco","Both sexes","9.5 [4.3-17.5]","9.49000","4.26000","17.48640","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Eastern Mediterranean","Morocco","Female","7.1 [3.5-13.7]","7.10000","3.48000","13.74280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Eastern Mediterranean","Morocco","Female","7.4 [3.6-14.3]","7.36000","3.62000","14.28320","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Eastern Mediterranean","Morocco","Female","7.8 [3.9-15.2]","7.83000","3.87000","15.23360","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Eastern Mediterranean","Morocco","Both sexes","10.1 [4.6-18.6]","10.05240","4.55000","18.59700","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Eastern Mediterranean","Morocco","Male","10.0 [4.5-18.1]","9.95000","4.50000","18.14830","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Eastern Mediterranean","Morocco","Male","12.9 [5.5-23.1]","12.94430","5.54000","23.09400","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Eastern Mediterranean","Morocco","Female","6.3 [3.0-12.3]","6.28000","3.02000","12.30190","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Eastern Mediterranean","Morocco","Female","7.2 [3.6-14.1]","7.24000","3.58000","14.11090","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Eastern Mediterranean","Morocco","Both sexes","7.3 [3.4-13.5]","7.30000","3.43000","13.54860","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Eastern Mediterranean","Morocco","Male","9.8 [4.4-17.5]","9.76000","4.44000","17.51870","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Eastern Mediterranean","Morocco","Male","12.9 [5.5-23.0]","12.88890","5.47000","22.99870","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Eastern Mediterranean","Morocco","Both sexes","7.6 [3.6-13.8]","7.63000","3.64000","13.84200","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Eastern Mediterranean","Morocco","Female","6.1 [2.9-11.7]","6.05000","2.94000","11.73570","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Eastern Mediterranean","Morocco","Female","5.0 [2.5-9.4]","4.97000","2.48000","9.44000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Eastern Mediterranean","Morocco","Both sexes","10.8 [5.0-20.1]","10.84680","4.96000","20.13680","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Eastern Mediterranean","Morocco","Both sexes","7.9 [3.8-14.3]","7.90000","3.77000","14.30070","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Eastern Mediterranean","Morocco","Both sexes","8.2 [3.9-15.0]","8.24000","3.85000","15.02860","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Eastern Mediterranean","Morocco","Both sexes","10.2 [4.6-18.8]","10.21400","4.62000","18.82130","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Eastern Mediterranean","Morocco","Female","5.8 [2.9-11.1]","5.79000","2.86000","11.09330","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Eastern Mediterranean","Morocco","Male","13.0 [5.6-23.1]","12.96590","5.61000","23.12690","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Eastern Mediterranean","Morocco","Male","13.3 [5.7-23.7]","13.30870","5.71000","23.73550","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Eastern Mediterranean","Morocco","Female","7.7 [3.8-14.9]","7.67000","3.77000","14.90990","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Eastern Mediterranean","Morocco","Both sexes","10.4 [4.7-19.2]","10.37570","4.71000","19.24120","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Eastern Mediterranean","Morocco","Both sexes","10.3 [4.7-19.1]","10.34250","4.69000","19.05510","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Eastern Mediterranean","Morocco","Female","7.0 [3.4-13.6]","7.00000","3.42000","13.61270","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Eastern Mediterranean","Morocco","Both sexes","7.3 [3.4-13.6]","7.29000","3.38000","13.64880","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Eastern Mediterranean","Morocco","Female","7.5 [3.7-14.5]","7.52000","3.69000","14.52460","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Eastern Mediterranean","Morocco","Male","13.3 [5.7-23.9]","13.31200","5.74000","23.93210","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Eastern Mediterranean","Morocco","Both sexes","9.9 [4.4-18.2]","9.86000","4.44000","18.20000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Eastern Mediterranean","Morocco","Male","10.1 [4.5-18.5]","10.06630","4.48000","18.46980","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Eastern Mediterranean","Morocco","Male","12.5 [5.6-22.2]","12.50600","5.59000","22.15370","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Eastern Mediterranean","Morocco","Male","9.9 [4.5-17.6]","9.86000","4.53000","17.63420","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Eastern Mediterranean","Morocco","Both sexes","9.9 [4.4-18.2]","9.87000","4.43000","18.17910","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Eastern Mediterranean","Morocco","Female","6.5 [3.1-12.6]","6.46000","3.14000","12.63490","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Eastern Mediterranean","Morocco","Female","4.8 [2.4-9.3]","4.83000","2.42000","9.26000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Eastern Mediterranean","Morocco","Male","12.9 [5.5-23.0]","12.86250","5.52000","23.00030","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Eastern Mediterranean","Morocco","Both sexes","7.4 [3.5-13.5]","7.41000","3.52000","13.51290","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Eastern Mediterranean","Morocco","Male","13.9 [6.0-25.2]","13.94450","6.03000","25.17410","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Republic of Moldova","Female","5.0 [4.0-6.1]","4.97000","3.97000","6.12000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Republic of Moldova","Both sexes","16.8 [14.3-33.2]","16.84470","14.31130","33.15720","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Republic of Moldova","Both sexes","16.6 [14.2-30.6]","16.59310","14.15620","30.64270","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Republic of Moldova","Male","32.1 [27.7-37.0]","32.11930","27.69400","37.04400","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Republic of Moldova","Male","26.6 [22.8-30.7]","26.55030","22.80670","30.66120","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Republic of Moldova","Female","3.9 [3.0-32.0]","3.92000","2.98000","31.98460","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Republic of Moldova","Both sexes","13.3 [11.2-30.6]","13.25160","11.23370","30.63480","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Republic of Moldova","Female","4.9 [3.9-5.9]","4.86000","3.93000","5.94000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Republic of Moldova","Male","22.1 [17.1-28.4]","22.13920","17.10790","28.38710","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Republic of Moldova","Female","5.2 [4.1-6.5]","5.20000","4.10000","6.47000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Republic of Moldova","Male","21.9 [17.6-27.0]","21.89440","17.58030","27.02280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Republic of Moldova","Female","4.9 [4.0-6.0]","4.91000","3.98000","6.00000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Republic of Moldova","Male","29.7 [25.6-56.4]","29.70400","25.57540","56.39440","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Republic of Moldova","Both sexes","13.7 [11.5-16.1]","13.68240","11.54810","16.07510","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Republic of Moldova","Female","4.5 [3.6-5.4]","4.47000","3.63000","5.44000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Republic of Moldova","Female","4.5 [3.6-5.7]","4.51000","3.55000","5.66000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Republic of Moldova","Female","4.7 [3.7-5.9]","4.68000","3.68000","5.87000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Republic of Moldova","Male","24.0 [20.2-28.3]","24.01480","20.23030","28.30730","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Republic of Moldova","Both sexes","14.5 [12.3-16.9]","14.47050","12.29590","16.88190","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Republic of Moldova","Male","31.0 [26.8-35.5]","31.01570","26.77110","35.52640","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Republic of Moldova","Female","4.8 [3.8-5.9]","4.77000","3.83000","5.85000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Republic of Moldova","Both sexes","17.1 [14.6-19.7]","17.07340","14.59320","19.74600","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Republic of Moldova","Both sexes","14.6 [12.4-17.0]","14.61330","12.41500","17.03570","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Republic of Moldova","Male","25.3 [21.8-29.1]","25.28450","21.80710","29.05080","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Republic of Moldova","Both sexes","14.4 [12.3-16.8]","14.39900","12.27110","16.80140","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Republic of Moldova","Female","4.3 [3.4-5.2]","4.25000","3.41000","5.22000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Republic of Moldova","Both sexes","17.1 [14.7-19.7]","17.05870","14.65290","19.72060","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Republic of Moldova","Both sexes","12.2 [9.3-24.0]","12.16660","9.31000","24.04870","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Republic of Moldova","Male","30.0 [25.9-34.5]","29.97720","25.91310","34.45880","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Republic of Moldova","Both sexes","13.4 [11.1-29.2]","13.42220","11.13960","29.15040","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Republic of Moldova","Female","3.9 [3.1-4.9]","3.94000","3.11000","4.90000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Republic of Moldova","Male","22.8 [18.8-27.4]","22.81310","18.84140","27.44180","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Republic of Moldova","Male","31.9 [27.5-63.5]","31.94600","27.50000","63.48790","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Republic of Moldova","Both sexes","16.3 [13.9-29.8]","16.32080","13.94760","29.80960","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Republic of Moldova","Male","29.8 [25.7-60.8]","29.84520","25.66610","60.78320","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Republic of Moldova","Both sexes","15.3 [13.1-17.7]","15.28020","13.05850","17.70470","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Republic of Moldova","Female","3.0 [2.3-4.0]","3.02000","2.27000","3.97000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Republic of Moldova","Male","27.9 [24.1-32.1]","27.93850","24.12760","32.05260","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Republic of Moldova","Male","31.0 [26.9-35.5]","31.00670","26.90290","35.48220","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Republic of Moldova","Male","30.7 [26.5-56.7]","30.74220","26.46120","56.65540","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Republic of Moldova","Male","24.0 [20.6-27.8]","24.02100","20.56120","27.84060","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Republic of Moldova","Male","32.0 [27.6-36.7]","32.01000","27.56550","36.68070","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Republic of Moldova","Female","4.2 [3.4-5.1]","4.17000","3.39000","5.11000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Republic of Moldova","Female","3.3 [2.4-21.6]","3.29000","2.36000","21.64380","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Republic of Moldova","Both sexes","11.9 [9.5-14.8]","11.87700","9.46000","14.77840","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Republic of Moldova","Female","5.1 [4.1-6.3]","5.08000","4.09000","6.27000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Republic of Moldova","Both sexes","17.5 [15.0-20.3]","17.50520","15.01350","20.25590","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Republic of Moldova","Both sexes","17.7 [15.1-20.6]","17.67740","15.10370","20.58900","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Republic of Moldova","Female","5.3 [4.3-6.5]","5.32000","4.26000","6.54000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Republic of Moldova","Male","24.0 [20.6-27.6]","23.97580","20.63140","27.61650","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Republic of Moldova","Both sexes","17.6 [15.0-20.4]","17.63630","15.03190","20.42430","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Republic of Moldova","Female","3.3 [2.5-4.2]","3.30000","2.54000","4.21000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Republic of Moldova","Female","5.4 [4.4-6.6]","5.41000","4.38000","6.64000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Republic of Moldova","Female","5.2 [4.2-6.3]","5.15000","4.19000","6.28000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Republic of Moldova","Both sexes","17.1 [14.6-33.5]","17.12870","14.64110","33.50790","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Republic of Moldova","Female","3.7 [2.9-36.1]","3.73000","2.86000","36.13100","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Republic of Moldova","Both sexes","16.6 [14.2-19.3]","16.57440","14.17560","19.26540","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Republic of Moldova","Male","25.7 [22.2-29.6]","25.67740","22.19410","29.55110","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Republic of Moldova","Both sexes","12.4 [10.2-15.1]","12.43820","10.17880","15.08320","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Republic of Moldova","Male","32.5 [28.1-37.3]","32.50940","28.12710","37.29710","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Africa","Madagascar","Male","15.1 [9.4-23.3]","15.06550","9.39000","23.30160","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Africa","Madagascar","Female","6.2 [3.8-9.6]","6.23000","3.81000","9.63000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Africa","Madagascar","Both sexes","9.8 [5.9-15.4]","9.79000","5.92000","15.36030","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Africa","Madagascar","Female","5.6 [3.2-8.9]","5.55000","3.23000","8.91000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Africa","Madagascar","Female","5.7 [3.4-9.1]","5.73000","3.38000","9.09000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Africa","Madagascar","Male","14.9 [9.1-23.0]","14.85360","9.14000","23.03540","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Africa","Madagascar","Male","14.3 [8.7-22.3]","14.26690","8.70000","22.34320","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Africa","Madagascar","Male","13.9 [8.4-21.8]","13.89510","8.44000","21.78990","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Africa","Madagascar","Female","5.9 [3.5-9.3]","5.88000","3.47000","9.26000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Africa","Madagascar","Female","6.0 [3.7-9.3]","6.02000","3.69000","9.29000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Africa","Madagascar","Male","13.6 [8.2-21.5]","13.58410","8.15000","21.46640","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Africa","Madagascar","Female","5.7 [3.4-9.0]","5.69000","3.35000","9.04000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Africa","Madagascar","Both sexes","11.0 [6.9-16.8]","10.98450","6.90000","16.77960","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Africa","Madagascar","Both sexes","10.4 [6.4-16.1]","10.37600","6.40000","16.13870","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Africa","Madagascar","Both sexes","10.1 [6.2-15.9]","10.14750","6.17000","15.89320","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Africa","Madagascar","Male","15.5 [9.7-23.4]","15.45620","9.73000","23.44560","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Africa","Madagascar","Both sexes","10.8 [6.7-16.4]","10.77510","6.72000","16.43440","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Africa","Madagascar","Both sexes","9.3 [5.5-14.9]","9.33000","5.53000","14.85280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Africa","Madagascar","Male","14.8 [9.1-23.0]","14.81750","9.14000","23.03850","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Africa","Madagascar","Male","15.0 [9.3-23.2]","14.96880","9.26000","23.23580","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Africa","Madagascar","Both sexes","9.8 [5.9-15.4]","9.79000","5.89000","15.44020","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Africa","Madagascar","Female","6.1 [3.8-9.4]","6.10000","3.76000","9.40000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Africa","Madagascar","Female","6.3 [3.9-9.8]","6.30000","3.86000","9.76000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Africa","Madagascar","Female","5.9 [3.5-9.2]","5.87000","3.48000","9.20000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Africa","Madagascar","Male","15.5 [9.7-23.7]","15.50980","9.71000","23.69070","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Africa","Madagascar","Female","5.4 [3.1-8.8]","5.43000","3.13000","8.81000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Africa","Madagascar","Both sexes","9.5 [5.7-15.1]","9.53000","5.71000","15.05410","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Africa","Madagascar","Both sexes","10.9 [6.8-16.8]","10.94660","6.83000","16.78340","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Africa","Madagascar","Female","5.7 [3.3-9.1]","5.70000","3.33000","9.12000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Africa","Madagascar","Male","15.4 [9.6-23.6]","15.39980","9.64000","23.55560","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Africa","Madagascar","Male","15.2 [9.6-23.3]","15.21560","9.56000","23.27850","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Africa","Madagascar","Male","15.5 [9.7-23.7]","15.45900","9.69000","23.66340","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Africa","Madagascar","Female","5.9 [3.5-9.3]","5.87000","3.47000","9.30000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Africa","Madagascar","Both sexes","10.7 [6.6-16.5]","10.68130","6.63000","16.46110","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Africa","Madagascar","Both sexes","10.8 [6.7-16.5]","10.75450","6.70000","16.46880","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Africa","Madagascar","Both sexes","10.3 [6.3-16.1]","10.29790","6.30000","16.05960","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Africa","Madagascar","Both sexes","10.2 [6.2-15.9]","10.17820","6.20000","15.88810","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Africa","Madagascar","Female","5.5 [3.2-8.8]","5.47000","3.15000","8.84000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Africa","Madagascar","Female","5.9 [3.5-9.3]","5.91000","3.51000","9.32000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Africa","Madagascar","Female","6.1 [3.7-9.6]","6.07000","3.66000","9.57000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Africa","Madagascar","Male","13.8 [8.3-21.8]","13.79790","8.34000","21.76730","","",""
